claim,topic_id,ndcg@5,map@5,ndcg@10,map@10,ndcg@20,map@20,ndcg@50,map@50,ndcg@100,map@100,stance_support@5,stance_contradict@5,stance_neutral@5,inverse_simpson@5,diversity_level@5,Self_BLEU@5,stance_support@10,stance_contradict@10,stance_neutral@10,inverse_simpson@10,diversity_level@10,Self_BLEU@10,stance_support@20,stance_contradict@20,stance_neutral@20,inverse_simpson@20,diversity_level@20,Self_BLEU@20,stance_support@50,stance_contradict@50,stance_neutral@50,inverse_simpson@50,diversity_level@50,Self_BLEU@50,stance_support@100,stance_contradict@100,stance_neutral@100,inverse_simpson@100,diversity_level@100,Self_BLEU@100
number of deaths by covid-19 can be reduced if the population wear face masks in public,18,0.3391602052736161,0.0033003300330033,0.3573555183412827,0.0061606160616061,0.3062751119179142,0.0092970835545092,0.3376340822141083,0.0228655769193665,0.3475066886668869,0.0505510407343073,0.346329927444458,0.4037178158760071,0.2499522715806961,2.8951217386727683,high,0.6352115817096944,0.35023993253707886,0.4023086428642273,0.24745145440101624,2.892242470129797,high,0.5855509016362916,0.3488229215145111,0.39876753091812134,0.25240954756736755,2.903570660589732,high,0.5592821058697378,0.34796130657196045,0.3985190987586975,0.25351962447166443,2.905568507416534,high,0.5768550218407152,0.34987789392471313,0.3956683278083801,0.2544538676738739,2.909389305769203,high,0.5800547696360859
remdesivir is highly effective at fighting the novel coronavirus in isolated cells,30,0.6608397947263839,0.007943469785575,0.5716349530699038,0.012225006961849,0.4983891575621712,0.0193042053787667,0.5338812862939035,0.0498724070230681,0.4484396273985332,0.081592990401837,0.3714953064918518,0.37309008836746216,0.25541457533836365,2.9202060531574396,high,0.8001830626052738,0.3687707185745239,0.37688755989074707,0.254341721534729,2.917784814705571,high,0.6288503986259187,0.36200258135795593,0.3825427293777466,0.2554546296596527,2.9184989606993175,high,0.7685721026723908,0.3579063415527344,0.3844943940639496,0.2575991749763489,2.9214971587730636,high,0.5949121561259036,0.3560914695262909,0.3872012794017792,0.256707102060318,2.918647213908148,high,0.5813718376935425
Masks prevent the spread of COVID-19,44,0.5531464700081437,0.0049261083743842,0.4225749983705864,0.0056650246305418,0.3246586014160927,0.006970011234984,0.4290901104200874,0.0233659586665365,0.3568979515190832,0.0373044201932514,0.32860690355300903,0.40821751952171326,0.2631755471229553,2.9079453118500234,high,0.21471046597337667,0.3318607211112976,0.40774768590927124,0.26039156317710876,2.905342587294013,high,0.3529614696587326,0.3567907214164734,0.38477271795272827,0.2584365904331207,2.922787369825749,high,0.297126193851656,0.35156893730163574,0.3887317180633545,0.2596992552280426,2.922636913768601,high,0.6091675842243024,0.3446103632450104,0.39477935433387756,0.26061010360717773,2.919497930083997,high,0.6836190422544138
warmer weather slow coronavirus,2,0.4852285551163225,0.0046296296296296,0.5633902216718125,0.0115030374289633,0.5715382851708093,0.025044529524377,0.6190485836259201,0.0672493462413596,0.5547919715013803,0.113961924131482,0.3465734124183655,0.3933842182159424,0.2600424289703369,2.919824635261567,high,0.46794380041714556,0.35139331221580505,0.38690274953842163,0.2617039978504181,2.9268864388090687,high,0.5521108204444167,0.3505000174045563,0.38794219493865967,0.26155781745910645,2.9260138061705185,high,0.5657814714608155,0.3482840359210968,0.3896960914134979,0.26201993227005005,2.9255227166259603,high,0.550834315368264,0.3552211821079254,0.3848264217376709,0.2599525451660156,2.925269965447143,high,0.5114202415615863
"The use of ACE inhibitors was associated with an almost 40% lower risk of COVID-19 hospitalization for the older, Medicare Advantage patients - but there was no significant difference in risk for the younger, commercially insured patients.",20,0.4852285551163225,0.0025337837837837,0.4666423217456663,0.0043436293436293,0.301155717864192,0.0043436293436293,0.2529885263010565,0.0063178130931899,0.2245349670795815,0.009274599250647,0.36620786786079407,0.35991597175598145,0.2738761901855469,2.9528498761726896,high,0.49047329756968666,0.36815890669822693,0.3646275997161865,0.26721352338790894,2.9420651060086396,high,0.5818248856628196,0.3718382716178894,0.3666630685329437,0.26149865984916687,2.931802950847804,high,0.4509313376225222,0.37213149666786194,0.3687015473842621,0.25916701555252075,2.9274839779592625,high,0.46445685621324384,0.3698737323284149,0.3697693943977356,0.26035699248313904,2.9297870391641143,high,0.48213966038660716
no clinical evidence on vitamin D in COVID-19,42,0.7227265726449519,0.0162162162162162,0.6683063269107928,0.0251651651651651,0.6758954063971425,0.0484971003392056,0.5928123200229111,0.1001760237489987,0.532242507046885,0.1696569509481318,0.35779717564582825,0.37763792276382446,0.2645649015903473,2.935790193708562,high,0.2893596775010824,0.35581591725349426,0.3755030632019043,0.2686809301376343,2.942933918415983,high,0.42985814806649064,0.36207035183906555,0.37365368008613586,0.2642759084701538,2.936393943933923,high,0.3818430916428812,0.3595397174358368,0.37637564539909363,0.26408448815345764,2.935408802946184,high,0.4218227254071942,0.35834378004074097,0.3780931234359741,0.2635631561279297,2.9340119872004786,high,0.501357336214945
"only 6% of deaths have COVID-19 as the only cause mentioned, revealing that 94% of patients who died from coronavirus also had other health conditions and contributing causes.",4,0.4299813935652734,0.0035546613011401,0.3157104641393756,0.0047044169780588,0.2603912778280861,0.0075536803907025,0.1926285299757519,0.0099160027827204,0.1523783344058193,0.01266154265444,0.35577136278152466,0.3912186622619629,0.25301000475883484,2.910027419157888,high,0.6297823762331056,0.35963210463523865,0.3876476585865021,0.25272029638290405,2.911432810142908,high,0.854676562009419,0.3592149317264557,0.3853633999824524,0.2554216980934143,2.917318296159899,high,0.8365709522082525,0.3636101484298706,0.3821936547756195,0.25419631600379944,2.9163015542486033,high,0.7487545308940451,0.36205974221229553,0.38354700803756714,0.2543932795524597,2.9162042276160483,high,0.6578656163881841
"COVID-19 disease, caused by infection with SARS-CoV-2, is related to a series of physiopathological mechanisms that mobilize a wide variety of biomolecules, mainly immunological in nature. ",39,0.1460683498427064,0.0003097893432465,0.0947883643695507,0.0003097893432465,0.0611733153780318,0.0003097893432465,0.0571361327054534,0.000491891600668,0.0787870936782942,0.0012065798648008,0.3405776917934418,0.3878247141838074,0.27159756422042847,2.939737557725797,high,0.9554077747652571,0.3452986478805542,0.3908764719963074,0.26382485032081604,2.927236505869926,high,0.4956796232691796,0.3524060547351837,0.3890731632709503,0.25852078199386597,2.9205527445261232,high,0.45173848836423997,0.3537134826183319,0.39057663083076477,0.2557099759578705,2.9150188343549757,high,0.47432473891856247,0.3541577458381653,0.38971972465515137,0.25612255930900574,2.9162346414908775,high,0.5045943405690385
wearing a face mask do not stopped person-to-person spread of the virus.,44,0.4882441236029491,0.0066912972085385,0.5309207426460202,0.0125068418171866,0.4841325630157727,0.0202067359588444,0.5730106163403933,0.0604665629929531,0.552728820118901,0.1116661025393108,0.34306222200393677,0.4046626687049866,0.25227513909339905,2.8978257950156205,high,0.8316345683823124,0.3390274941921234,0.4064212739467621,0.2545512318611145,2.8992715278767234,high,0.6702784310578799,0.3414096236228943,0.4027935862541199,0.2557968199253082,2.9049904433676574,high,0.6815770601899515,0.3441743850708008,0.4001365303993225,0.2556890547275543,2.9074660625250526,high,0.6613670591258245,0.3448582887649536,0.39899978041648865,0.2561417520046234,2.9092039041821804,high,0.6058010803629805
coronavirus may originated in a lab,1,0.0,0.0,0.03668196104968,0.0002300437083045,0.0806694933441927,0.0008247589769328,0.0738755547049331,0.0012273354664659,0.0967745492463433,0.0030084979099451,0.3468396067619324,0.38724300265312195,0.26591745018959045,2.932835659130464,high,0.6299356693135812,0.3418658375740051,0.39482754468917847,0.2633066177368164,2.923195282943174,high,0.4141814217461659,0.34768229722976685,0.39290276169776917,0.2594149708747864,2.919267552898972,high,0.518932421439412,0.347398579120636,0.39389994740486145,0.258701354265213,2.9174139215732304,high,0.3970121641924315,0.34356415271759033,0.39677146077156067,0.2596641778945923,2.916392043429815,high,0.4370016360109651
Children are not COVID-19 super spreaders,47,0.0,0.0,0.0,0.0,0.0699038296304347,0.000940307598599,0.0544631878809182,0.0013268557238406,0.1063030565238672,0.0048458629730639,0.3317725956439972,0.402810662984848,0.2654167413711548,2.9173611619492807,high,0.6108344194324333,0.3368051052093506,0.4013703763484955,0.26182451844215393,2.9147045970069287,high,0.31317978013212655,0.34279289841651917,0.39675986766815186,0.2604472041130066,2.9175095532556887,high,0.1940856987717352,0.34739333391189575,0.3927188217639923,0.25988781452178955,2.920118376666924,high,0.3138450558197097,0.3486146628856659,0.3913324773311615,0.26005274057388306,2.921407878627574,high,0.4957770780960955
We know that COVID-19 is a coronavirus and there are other types of human coronaviruses that circulate. ,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0161279972600448,0.0001143118427069,0.0173470017570605,0.000186089046267,0.3573587238788605,0.37955528497695923,0.2630859911441803,2.932708517313543,high,0.35489310813428226,0.3517480492591858,0.3849220871925354,0.2633298337459564,2.9305375302054406,high,0.5046801055449492,0.35222628712654114,0.38398605585098267,0.2637876868247986,2.931755304946157,high,0.5054008240238932,0.3535454571247101,0.38748782873153687,0.25896671414375305,2.922225339044404,high,0.5049509053708052,0.3557201623916626,0.38560783863067627,0.2586720287799835,2.9227677663822798,high,0.48752524242367273
Can Vitamin C Protect You from COVID-19?,42,0.5531464700081437,0.0108108108108108,0.3589542101716347,0.0108108108108108,0.3019175094442837,0.0132432432432432,0.3288522539657971,0.0287230697345883,0.2791465488857012,0.0433870845497649,0.3384367823600769,0.3941200375556946,0.2674432098865509,2.9291504595321696,high,0.3613830444773275,0.3463996946811676,0.38903170824050903,0.26456862688064575,2.929673462698658,high,0.35612015194555513,0.3448446989059448,0.3888532817363739,0.2663019299507141,2.9321949355841226,high,0.4146063768505452,0.34225550293922424,0.39296668767929077,0.2647777199745178,2.926810104159743,high,0.5777765511046212,0.34747791290283203,0.38963642716407776,0.26288580894470215,2.9268315489433308,high,0.47043124524619795
Vitamin Deficiency May Raise Risk of Serious COVID-19,42,0.169580102636808,0.0018018018018018,0.3312392961638527,0.0086229086229086,0.3911405303252587,0.0208390036176413,0.4040343425293325,0.0521162503007374,0.3898808122248091,0.0956932269590417,0.3490578532218933,0.387603759765625,0.2633383870124817,2.9288993820707647,high,0.25347311066277944,0.3626275658607483,0.3793146014213562,0.2580578327178955,2.924214544681935,high,0.2455216228696513,0.3547685146331787,0.38562673330307007,0.2596047520637512,2.9242904891452124,high,0.4531005157182199,0.3522605001926422,0.3851584196090698,0.26258108019828796,2.929258881029482,high,0.4593703896895075,0.35064372420310974,0.38549309968948364,0.26386314630508423,2.931006494357313,high,0.5799463871293336
"do surgical masks actually prevent the spread of COVID-19? No, absolutely not.",44,0.6608397947263839,0.0066912972085385,0.6053026955663067,0.0121100164203612,0.6586789022877905,0.0269433181197887,0.5852834592695081,0.0549306839589946,0.5760791755333986,0.1084900626389948,0.3449759781360626,0.4004599153995514,0.254564106464386,2.9054610777654992,high,0.011897825196526159,0.34209245443344116,0.403766930103302,0.25414061546325684,2.901557995693809,high,0.060475618469330396,0.3520202934741974,0.3967256546020508,0.25125402212142944,2.903278982707741,high,0.08735984707703649,0.35296469926834106,0.39556583762168884,0.2514694333076477,2.9045003508311487,high,0.44616250756112436,0.35464322566986084,0.39438849687576294,0.2509680688381195,2.90445157693919,high,0.5454032271673835
not all masks confer equal levels of protection,18,0.2426142775581612,0.0029702970297029,0.3786334783486281,0.0063295615275813,0.4078288061593236,0.0131607061805081,0.4027970007993229,0.0300118733238685,0.3812838517026194,0.0521371798526252,0.34991219639778137,0.39484885334968567,0.25523900985717773,2.9112835207804784,high,0.013461587493114336,0.34914907813072205,0.39377766847610474,0.25707322359085083,2.9150049062044046,high,0.3136417758735507,0.34848934412002563,0.39473655819892883,0.25677406787872314,2.913797714842271,high,0.3749270728986074,0.34761443734169006,0.3962203562259674,0.25616511702537537,2.911657909851532,high,0.44675856343142695,0.34812065958976746,0.3951343297958374,0.2567450702190399,2.9134374472524747,high,0.48527342075579616
Several recent studies have looked at the impact of vitamin D on COVID-19.,42,0.8539316501572937,0.0205405405405405,0.8389574121760602,0.0387323037323037,0.6958361981823065,0.0563954932375984,0.5618416442046139,0.0965495445008304,0.568013859235915,0.1801456990284221,0.3688001036643982,0.3674260973930359,0.2637738585472107,2.936063263587343,high,0.4597423337709491,0.3635387122631073,0.3723820149898529,0.26407933235168457,2.9362829380302986,high,0.32380689987158584,0.35688745975494385,0.37945494055747986,0.26365771889686584,2.9336690184794114,high,0.3722678513377373,0.35586026310920715,0.38037291169166565,0.2637667953968048,2.9334717900670464,high,0.5495283285758898,0.35825443267822266,0.3793398141860962,0.26240575313568115,2.9316769231226245,high,0.5132566743600266
One reason Covid-19 has spread so rapidly is that people infected with the SARS-CoV-2 coronavirus can show no symptoms of disease and yet are still contagious - they don't look or feel sick but still transmit the virus without realizing.,27,0.0,0.0,0.0783982689786753,0.00021815008726,0.1937875351471406,0.0014099142140411,0.1210941402336412,0.0019315061520011,0.0899207889384798,0.0025953706288564,0.37450939416885376,0.37692272663116455,0.24856790900230408,2.906013657759244,high,0.6334721659021992,0.3763335347175598,0.37992212176322937,0.2437443733215332,2.895369556539746,high,0.517406881397293,0.3674994111061096,0.38510018587112427,0.2474004477262497,2.902210249339153,high,0.5866978581676783,0.3656349182128906,0.3845427334308624,0.24982240796089172,2.9072025679121194,high,0.5584954019377296,0.3634083569049835,0.38538724184036255,0.25120437145233154,2.90957649705686,high,0.5804137845106309
Low Vitamin D Levels Tied to Odds for Severe COVID,42,0.6608397947263839,0.0146846846846846,0.681843616148055,0.0328764478764478,0.6500333683329115,0.0561740717236073,0.659472345620107,0.1383841021239856,0.6191181143198625,0.2338594228455406,0.3493155837059021,0.3818123936653137,0.2688719630241394,2.9403617420345562,high,0.04472542451300024,0.3439861536026001,0.38731056451797485,0.26870328187942505,2.936535026047695,high,0.36595134098492,0.35191333293914795,0.38257673382759094,0.2655099034309387,2.9351037616762117,high,0.5613134681626257,0.3503001928329468,0.3851107656955719,0.26458901166915894,2.9323115264296584,high,0.5265169167957358,0.3494555950164795,0.3864893317222595,0.26405495405197144,2.9306757463982342,high,0.5434043777396869
studies have shown that a deficiency of the nutrient (vitamin D) is linked to higher risk of severe COVID-19.,42,0.169580102636808,0.0018018018018018,0.1763001066034291,0.003003003003003,0.14611662348018,0.0038138138138138,0.1104051206111698,0.0053067353067353,0.12817961974451,0.0102509276908861,0.37155765295028687,0.3723122179508209,0.2561301589012146,2.9216347778901772,high,0.36166315480039046,0.36853694915771484,0.37880390882492065,0.2526591420173645,2.9141899613293343,high,0.48390397786455397,0.36626678705215454,0.38154688477516174,0.2521863579750061,2.9126721743476693,high,0.574319946661446,0.3609677255153656,0.3816143274307251,0.2574179172515869,2.9223431745083404,high,0.6637208895433161,0.36023008823394775,0.3829120993614197,0.256857693195343,2.9208740921350946,high,0.553688423680809
"If you do get COVID-19, the infection could put you at greater risk for diabetes complications like diabetic ketoacidosis (DKA). DKA happens when high levels of acids called ketones build up in your blood. It can be very serious.",24,0.5531464700081437,0.0056022408963585,0.4283854321084119,0.0066526610644257,0.3467261530459554,0.0082749766573295,0.3058479866412057,0.0135595153848398,0.2272191568797289,0.0174089789027832,0.34526100754737854,0.3920687437057495,0.26267027854919434,2.924671545240262,high,0.5945962587114951,0.3467070162296295,0.3946414589881897,0.2586515545845032,2.916742393436484,high,0.47706725769846914,0.35695040225982666,0.38555270433425903,0.25749683380126953,2.920824512534819,high,0.527030525311645,0.3475341796875,0.3932109475135803,0.2592548429965973,2.918788373083053,high,0.6093982526436451,0.34804290533065796,0.392314612865448,0.25964242219924927,2.920059166247426,high,0.5989312265394581
"COVID-19 Primary, Not Only, Cause of 94% of Deaths",4,0.0,0.0,0.0,0.0,0.0,0.0,0.0228222529687583,0.0001832859505209,0.0288082718696533,0.0003430979803909,0.34080207347869873,0.39624056220054626,0.2629573941230774,2.9214205962637223,high,0.3426917374482272,0.33153241872787476,0.40608444809913635,0.2623831033706665,2.909825534123106,high,0.7630367646348098,0.337412565946579,0.4010256230831146,0.261561781167984,2.9147433349363028,high,0.6095309979443276,0.34243401885032654,0.39408987760543823,0.26347607374191284,2.92408305285887,high,0.6286348693984732,0.34854018688201904,0.38768091797828674,0.2637789845466614,2.929491860973418,high,0.6811383560132352
wet weather can kill the new coronavirus,2,0.4703652827859579,0.0043209876543209,0.4409203293308675,0.0068501371742112,0.5352168041074199,0.0181504694168092,0.5261927846032398,0.0475143336137805,0.4697906131447113,0.0770926937423442,0.3520905375480652,0.3900148868560791,0.2578945755958557,2.918949859674036,high,0.7543147261085676,0.3515315055847168,0.38891080021858215,0.2595577538013458,2.9222996531762506,high,0.4856440729606344,0.3523556590080261,0.38794514536857605,0.25969913601875305,2.923125506960258,high,0.5295760525536043,0.35288289189338684,0.38666480779647827,0.2604523301124573,2.925076414610688,high,0.4643014885793227,0.35217392444610596,0.38725292682647705,0.260573148727417,2.9249203685557936,high,0.46200709325257655
"Coronavirus deaths in people with diabetes Data from NHS England in May showed us that, for those who become so unwell with coronavirus that they need to go to hospital, the risk of dying is higher for people living with diabetes than people without the condition.",24,0.0,0.0,0.1150802300283553,0.001267173536081,0.1746344571218329,0.0031210970800428,0.2114190818197997,0.0097446633340217,0.2154739730511437,0.0178511233869404,0.3632030189037323,0.3759791851043701,0.2608177661895752,2.929950512643053,high,0.8202170054174919,0.3622848391532898,0.3783738613128662,0.259341299533844,2.9267577699952487,high,0.6251234748485676,0.3548864722251892,0.3863745331764221,0.25873899459838867,2.9224765461952464,high,0.6658127829108428,0.3577188551425934,0.3864026963710785,0.2558784782886505,2.9176325899729476,high,0.5321689215042772,0.35669395327568054,0.3883119523525238,0.25499412417411804,2.9151226665809475,high,0.5979606726678653
