ndcg_cut_5,ndcg_cut_10,ndcg_cut_20,ndcg_cut_50,ndcg_cut_100,map_cut_5,map_cut_10,map_cut_20,map_cut_50,map_cut_100,claim,topic_id,inverse_simpson_index
0.6608397947263839,0.6500332220485792,0.5477339615061244,0.5554838794249146,0.5968862424946633,0.014684684684684686,0.028552123552123554,0.04380275130275131,0.10165591674969542,0.21798708001797149,Vitamin D appears increase COVID-19 mortality rates ,42,1.8382039522869038
0.14606834984270645,0.09478836436955078,0.06117331537803186,0.040778660594402584,0.05460252503539538,0.0015822784810126582,0.0015822784810126582,0.0015822784810126582,0.0019243927471775573,0.0029546624919824394,Dexamethasone cures covid-19,46,1.7937546333761543
0.2795888034906985,0.18143400269436502,0.18953919166070182,0.1811116075541955,0.18500798347298217,0.0026865671641791047,0.0026865671641791047,0.004135206321334504,0.008336656424366798,0.015595950734567784,SARS-CoV-2 is more stable on plastic and stainless steel than on copper and cardboard,16,1.654350576954514
0.3391602052736161,0.3531437764338092,0.26165769444256615,0.23916532445505928,0.28183781600106683,0.0033534540576794095,0.004912810194500335,0.006175287016214936,0.010062176258792315,0.02151819607806118,"people who died of COVID-19, acute respiratory failure was the leading cause of death",4,1.9397576672169015
0.3378515335283742,0.2915687740973803,0.29470924003571464,0.305282213869742,0.30389782373542945,0.003960055096418733,0.006485307621671257,0.010741278923097104,0.022707167284016814,0.03999536495796367,social distancing can not help you to avoid catching a virus,10,2.6224280231911514
0.16958010263680806,0.17630010660342912,0.16539396771084316,0.16389120739017007,0.13934013981514082,0.0006887052341597795,0.001147842056932966,0.0020497179588088678,0.004424394967394523,0.006593686350889142,Coronavirus does not cause heart Damage,22,2.422328228303624
0.5147714448836774,0.6067216003536936,0.5752457465372707,0.6526270870796652,0.7181313350227677,0.002984234234234234,0.007313787001287,0.013414151489809383,0.040815298658823204,0.09379692647679687,ACE inhibitors and angiotensin receptor blockers may increase the risk of severe COVID-19,20,2.892073801273562
0.7035390600827187,0.7292188662564435,0.6272258640296301,0.6349547369699322,0.6555085022863376,0.00935960591133005,0.01685237313316131,0.02718306166991902,0.06814670837685878,0.14011484928599793,even wearing non-medical grade masks or face coverings would have a profound effect in limiting coronavirus transmission,44,2.2714160461915167
0.27727342735504823,0.276679381937318,0.2829985624514911,0.3060771716239567,0.2995118932297103,0.0012871287128712872,0.0027392739273927394,0.007038828478840127,0.018705826401839005,0.03348253383992387,The science is clear: Face masks can prevent coronavirus transmission and save lives.,18,2.6219719647442092
0.0,0.0,0.0,0.03142171954705344,0.04606141603698801,0.0,0.0,0.0,0.0001643328849211202,0.0007133098537763852,"We know that patients with cardiovascular diseases are at particular risk of severe COVID-19 infection,",20,2.892073801273562
