ndcg_cut_5,ndcg_cut_10,ndcg_cut_20,ndcg_cut_50,ndcg_cut_100,map_cut_5,map_cut_10,map_cut_20,map_cut_50,map_cut_100,avg_mmr_score,claim,topic_id
0.40777831251641367,0.5054799843174406,0.4180824604845874,0.4683900711980756,0.4670467224475881,0.005371900826446281,0.010667552144824873,0.014713761161865199,0.03473843889997342,0.06891768594791742,0.018042225,social distancing is the most effective measure of containing the spread of the new coronavirus.,10
0.0,0.0,0.0,0.03623965053413465,0.03006352726076658,0.0,0.0,0.0,0.0002542402095973524,0.00046621949809119636,0.10823605,Drugs for high blood pressure appear to make COVID-19 worse,20
0.4703652827859579,0.4409203293308675,0.3229402219877294,0.2898888685773393,0.267248732203173,0.00392156862745098,0.006216931216931216,0.007384064737005912,0.013318351891171837,0.0221576009770111,-0.03103671,diabetes more than doubles your risk of dying from coronavirus.,24
0.16958010263680806,0.17498338897571045,0.25235266711831295,0.311545045849779,0.3307794777691974,0.0019801980198019802,0.0030143014301430146,0.007616164756679118,0.022618456559128884,0.04929912090010653,0.105997965,number of deaths by covid-19 can be reduced if the population wear face masks in public,18
0.5433994577073111,0.41888328957886556,0.339593839638453,0.41337187602353165,0.4219240093153245,0.0061403508771929825,0.007439896036387264,0.01058364866414402,0.03314123138425596,0.0676983034971248,0.18509653,remdesivir is highly effective at fighting the novel coronavirus in isolated cells,30
0.14606834984270645,0.22784037450527975,0.3117229712305468,0.3125008557809559,0.3160482095867209,0.0006157635467980296,0.001970443349753695,0.007028586693901094,0.016233862499501477,0.03247741771278823,0.008754638,Masks prevent the spread of COVID-19,44
0.8687949224876582,0.6718679907579743,0.6862347275069247,0.6157313086531352,0.5783482349691932,0.012345679012345678,0.016865079365079364,0.034440712175490294,0.06553789606621853,0.11605288948481768,0.009581201,warmer weather slow coronavirus,2
0.34519134224686937,0.22400556151517553,0.17690416642364917,0.23087954227438423,0.19828981313968266,0.0015202702702702704,0.0015202702702702704,0.0017736486486486487,0.005002046671568502,0.008054956408965116,0.14230794,"The use of ACE inhibitors was associated with an almost 40% lower risk of COVID-19 hospitalization for the older, Medicare Advantage patients - but there was no significant difference in risk for the younger, commercially insured patients.",20
0.27727342735504823,0.38317041576387256,0.40539887225787796,0.4707855162441808,0.4670862143189821,0.0035135135135135136,0.010935220935220934,0.024743352390411217,0.07385445089468404,0.14252555047018037,0.050198603,no clinical evidence on vitamin D in COVID-19,42
0.23819820987960558,0.26768821952546223,0.18892638202327047,0.17119785012493108,0.14038094970599277,0.0018108651911468814,0.003822937625754527,0.004325955734406439,0.007275762883071331,0.010840298199381423,0.1645257,"only 6% of deaths have COVID-19 as the only cause mentioned, revealing that 94% of patients who died from coronavirus also had other health conditions and contributing causes.",4
0.13120507751234178,0.08514311764162098,0.08781355863956289,0.08855968661194544,0.08096174278031423,0.00024783147459727387,0.00024783147459727387,0.0003782690928063654,0.0009241316724859494,0.001399970759409705,0.2141095,"COVID-19 disease, caused by infection with SARS-CoV-2, is related to a series of physiopathological mechanisms that mobilize a wide variety of biomolecules, mainly immunological in nature. ",39
0.5817744828317774,0.5889821107462999,0.5935154525434666,0.5633117484733627,0.5698820439938,0.005952380952380952,0.010611658456486041,0.021605691718473676,0.05106463583993345,0.10525818309841929,-0.0066777123,wearing a face mask do not stopped person-to-person spread of the virus.,44
0.16958010263680806,0.11004588314904008,0.07102001981682865,0.09240751287951304,0.1039037892522237,0.0005367686527106817,0.0005367686527106817,0.0005367686527106817,0.0012075518797157977,0.002889644699887501,0.14605182,coronavirus may originated in a lab,1
0.0,0.0,0.0,0.03148456489262103,0.10058992180154733,0.0,0.0,0.0,0.0005072924589864126,0.004429085170420748,-0.005420327,Children are not COVID-19 super spreaders,47
0.0,0.0,0.0,0.0,0.015815200657822624,0.0,0.0,0.0,0.0,0.0001352931302923489,0.14211588,We know that COVID-19 is a coronavirus and there are other types of human coronaviruses that circulate. ,2
0.4703652827859579,0.3785988060390612,0.3441740623725448,0.32551636806353584,0.2765718943080099,0.0075675675675675675,0.009884169884169883,0.014279153102682511,0.029983238128914583,0.044201867585807325,0.018605458,Can Vitamin C Protect You from COVID-19?,42
0.16958010263680806,0.25284102718517737,0.33779345144135087,0.3689396739501874,0.38194432604441647,0.0018018018018018016,0.005373230373230373,0.01522476338265812,0.043730936020094785,0.08975224562792511,-0.018785503,Vitamin Deficiency May Raise Risk of Serious COVID-19,42
0.40777831251641367,0.4397663916322599,0.4273086997547146,0.4906624746886229,0.5387393181295409,0.004351395730706076,0.008839627805145047,0.01629467276019,0.04365531392251677,0.09761281952633925,0.00519248,"do surgical masks actually prevent the spread of COVID-19? No, absolutely not.",44
0.4703652827859579,0.4055376331883329,0.4917057835165076,0.4360693612672926,0.3999498502386997,0.002772277227722772,0.004413012729844413,0.012875160980868609,0.030724526555607302,0.0547296442239758,0.22848722,not all masks confer equal levels of protection,18
0.6608397947263839,0.5022037311331264,0.4672217969779887,0.48112410998756366,0.5178806658019258,0.014684684684684686,0.018545688545688548,0.029394432026010976,0.06735883052789965,0.15186460887787614,0.06768898,Several recent studies have looked at the impact of vitamin D on COVID-19.,42
0.0,0.06943122193677727,0.044808643601671735,0.05482646576989185,0.07378869480123049,0.0,0.0001636125654450262,0.0001636125654450262,0.000513137614444528,0.0016600437763174024,0.08333748,One reason Covid-19 has spread so rapidly is that people infected with the SARS-CoV-2 coronavirus can show no symptoms of disease and yet are still contagious - they don't look or feel sick but still transmit the virus without realizing.,27
0.7618017901203944,0.7123736502858727,0.7815103747702046,0.6700252396259984,0.6460526869212534,0.021621621621621623,0.03496353496353496,0.0733504567328097,0.13504076801113693,0.24719033075110824,0.05322341,Low Vitamin D Levels Tied to Odds for Severe COVID,42
0.0,0.07839826897867533,0.1210149432191384,0.14314825261502193,0.1289089200399099,0.0,0.0009009009009009008,0.0026269967446438036,0.007577760316097031,0.012723040705785045,0.11381643,studies have shown that a deficiency of the nutrient (vitamin D) is linked to higher risk of severe COVID-19.,42
0.27727342735504823,0.31954962756492084,0.23856518699125492,0.16884432228043622,0.18456054312946743,0.0018207282913165266,0.004266150904806367,0.004966431016851185,0.006839824052226254,0.012603443728082878,0.042454638,"If you do get COVID-19, the infection could put you at greater risk for diabetes complications like diabetic ketoacidosis (DKA). DKA happens when high levels of acids called ketones build up in your blood. It can be very serious.",24
0.0,0.0,0.032864970567577,0.057798148499477606,0.035602310886158554,0.0,0.0,0.00010589854918987609,0.0006916351912645464,0.0006916351912645464,0.03161638,"COVID-19 Primary, Not Only, Cause of 94% of Deaths",4
0.4468535299918563,0.4990267326507382,0.4704805247271554,0.41311106139976217,0.44811767787083895,0.004423868312757201,0.01017416225749559,0.01799552873899279,0.03253209425067344,0.07058013454856114,0.045633603,wet weather can kill the new coronavirus,2
0.0,0.0,0.12072916011998765,0.13812332477176095,0.1978826065141172,0.0,0.0,0.001653668003148972,0.005123516139047621,0.0136600178394103,0.085328504,"Coronavirus deaths in people with diabetes Data from NHS England in May showed us that, for those who become so unwell with coronavirus that they need to go to hospital, the risk of dying is higher for people living with diabetes than people without the condition.",24
0.06560253875617089,0.10882578227519953,0.1749568162809238,0.22715924168747,0.26545330762503844,0.00032310177705977385,0.0006821037515706336,0.0025035108281330843,0.00884094051978131,0.019299703201315487,0.24553122,Duo of antiviral drugs strongly inhibits SARS-CoV-2 in the lab,5
0.5147714448836774,0.4392257608630515,0.40908849916748924,0.31335242926622314,0.2857273109622025,0.005486542443064182,0.008813960366755396,0.014889717068437525,0.022803653241735035,0.03558695165270935,0.10165075,individuals with hypertension get more serious cases of COVID-19,23
0.21398626473452756,0.21222636597291458,0.2032664290335197,0.1266035928762008,0.13096305446082251,0.0008077544426494346,0.001269328409877683,0.001878687024507958,0.002147938505391103,0.0037105703785593968,0.26263368,"Our study shows that camostat mesylate blocks infection of cells with SARS-CoV-2-like particles and with authentic, patient-derived SARS-CoV-2. ",5
0.3156484524795145,0.20483424751859086,0.27297338359144413,0.2409203896667058,0.27858521955119425,0.0030991735537190084,0.0030991735537190084,0.0061555403660666815,0.01299334548979361,0.028236397818509115,-0.0127556445,Mask wearing and social distancing for COVID-19 may be slowing influenza spread,10
0.3391602052736161,0.22009176629808017,0.1420400396336573,0.14731000507421108,0.15104457843580715,0.0030864197530864196,0.0030864197530864196,0.0030864197530864196,0.005000513889402778,0.008173570572708502,-0.019768486,"The pandemic coronavirus will wane with warmer weather, like some other respiratory",2
0.13120507751234178,0.21501812929496175,0.2643267512781947,0.23554472785441952,0.2648554955844441,0.0005602240896358544,0.0020230314347961407,0.006007719408869342,0.01350128282618441,0.028924115343882194,0.09051963,"Some people with diabetes, a disease that affects the body's ability to produce or use the hormone insulin to reduce glucose (sugar) in the blood, may be concerned about being at higher risk of getting COVID-19. However, this is a misconception.",24
1.0,0.7917267193679839,0.7979800209438858,0.7565597641599388,0.6530874787134767,0.02702702702702703,0.03638996138996139,0.07429249784512944,0.16413014489455796,0.26426963765790745,0.07656014,Vitamin D appears increase COVID-19 mortality rates ,42
0.13120507751234178,0.08514311764162098,0.13092594311634032,0.08566800492377545,0.0641870493510565,0.0012658227848101266,0.0012658227848101266,0.003772809469012001,0.004361564252644618,0.004880344082484834,-0.021978779,Dexamethasone cures covid-19,46
0.21398626473452756,0.13886244387355454,0.1655946422476979,0.22532215767741554,0.1849456207706046,0.0014925373134328358,0.0014925373134328358,0.0026749370032952127,0.01064435464160523,0.015736643738015168,0.3293042,SARS-CoV-2 is more stable on plastic and stainless steel than on copper and cardboard,16
0.10699313236726378,0.06943122193677727,0.09585175816351814,0.1911223076071342,0.25223831604696295,0.001006036217303823,0.001006036217303823,0.001611170784103115,0.007370392577381849,0.018511692834435014,0.22341572,"people who died of COVID-19, acute respiratory failure was the leading cause of death",4
0.4374130297304557,0.42083583675197217,0.4310297339808902,0.342056830210787,0.323167899623185,0.005612947658402204,0.008328414010232191,0.015654862813953722,0.026479555759373496,0.04346439189004167,-0.025277743,social distancing can not help you to avoid catching a virus,10
0.16958010263680806,0.1431729948762346,0.13202024313016006,0.11596867930729136,0.1359619372899868,0.002066115702479339,0.0025252525252525255,0.0030887386259287088,0.004269008858423313,0.007081087215356571,0.045073036,Coronavirus does not cause heart Damage,22
0.830419897363192,0.7932062169248137,0.6931603652842345,0.7271641725632474,0.7554830907444927,0.005996621621621621,0.011831697769197767,0.018310501490648546,0.0473411957680981,0.098955866258516,0.018951705,ACE inhibitors and angiotensin receptor blockers may increase the risk of severe COVID-19,20
0.5773584151532217,0.6563033086078546,0.6213465303206614,0.6325510252468818,0.6503746580983242,0.0064039408866995075,0.013171475486746425,0.02342387883535377,0.06007183380101979,0.1354853370960555,0.091953725,even wearing non-medical grade masks or face coverings would have a profound effect in limiting coronavirus transmission,44
0.18002730728861702,0.11682540412155266,0.23669619662749483,0.27329991484949706,0.29162452929597704,0.0019801980198019802,0.0019801980198019802,0.006277979752522253,0.014740277365036986,0.031168375782460612,0.051443677,The science is clear: Face masks can prevent coronavirus transmission and save lives.,18
0.0,0.0,0.032864970567577,0.03982318851038032,0.04772012091872878,0.0,0.0,8.890469416785205e-05,0.00046524463288119425,0.0008840227860343472,0.07437972,"We know that patients with cardiovascular diseases are at particular risk of severe COVID-19 infection,",20
