claim,topic_id,ndcg@5,map@5,ndcg@10,map@10,ndcg@20,map@20,ndcg@50,map@50,ndcg@100,map@100,stance_support@5,stance_contradict@5,stance_neutral@5,inverse_simpson@5,diversity_level@5,stance_support@10,stance_contradict@10,stance_neutral@10,inverse_simpson@10,diversity_level@10,stance_support@20,stance_contradict@20,stance_neutral@20,inverse_simpson@20,diversity_level@20,stance_support@50,stance_contradict@50,stance_neutral@50,inverse_simpson@50,diversity_level@50,stance_support@100,stance_contradict@100,stance_neutral@100,inverse_simpson@100,diversity_level@100
social distancing is the most effective measure of containing the spread of the new coronavirus.,10,0.3391602052736161,0.0034435261707988,0.4701903565434559,0.0081882133018496,0.4275094086776547,0.0141487300578209,0.4786972183271654,0.0363229691180531,0.4641113919303667,0.0682644900672502,0.3177322447299957,0.34158626198768616,0.3406814932823181,2.9967143201875777,high,0.322597473859787,0.33496156334877014,0.34244099259376526,2.998193190559557,high,0.32486972212791443,0.3318491578102112,0.3432811200618744,2.9984455716395773,high,0.3242728114128113,0.3320590853691101,0.3436680734157562,2.9982864219333702,high,0.32313382625579834,0.3319549858570099,0.3449110686779022,2.997842553199093,high
Drugs for high blood pressure appear to make COVID-19 worse,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0076850663505321,5.2787162162162165e-05,0.0279826566650473,0.0003762587508776,0.32542651891708374,0.3380908966064453,0.33648258447647095,2.9991447979978547,high,0.3210410475730896,0.3386300206184387,0.3403288722038269,2.9979488875683575,high,0.31981587409973145,0.3394280970096588,0.34075605869293213,2.997527076466955,high,0.3202321231365204,0.3391800820827484,0.34058788418769836,2.9976751655092224,high,0.32048499584198,0.339119553565979,0.34039556980133057,2.9977651508078735,high
diabetes more than doubles your risk of dying from coronavirus.,24,0.1460683498427064,0.0007002801120448,0.164219586306328,0.0014005602240896,0.1764012192242249,0.0026598874844055,0.235522664824664,0.0093812949579433,0.2248326203562305,0.0171324742643968,0.30796411633491516,0.3335334360599518,0.35850244760513306,2.9885497107857875,high,0.3171505033969879,0.3296915888786316,0.3531579375267029,2.993998428336134,high,0.3232033848762512,0.3281286358833313,0.3486679494380951,2.9967202081404998,high,0.3180508613586426,0.33367305994033813,0.3482760488986969,2.995893177435324,high,0.3149663209915161,0.33736392855644226,0.34766969084739685,2.994976779722892,high
number of deaths by covid-19 can be reduced if the population wear face masks in public,18,0.3391602052736161,0.0033003300330033,0.3573555183412827,0.0061606160616061,0.3062751119179142,0.0092970835545092,0.3376340822141083,0.0228655769193665,0.3475066886668869,0.0505510407343073,0.33134204149246216,0.3399600684642792,0.3286978602409363,2.999375890419873,high,0.3264552056789398,0.33649978041648865,0.33704501390457153,2.9993603401603046,high,0.3255080580711365,0.33825448155403137,0.3362374007701874,2.9991555207562417,high,0.32164108753204346,0.34022456407546997,0.3381344974040985,2.9981350578389403,high,0.3204517066478729,0.34081435203552246,0.3387342095375061,2.9977402436219998,high
remdesivir is highly effective at fighting the novel coronavirus in isolated cells,30,0.6608397947263839,0.007943469785575,0.5716349530699038,0.012225006961849,0.4983891575621712,0.0193042053787667,0.5338812862939035,0.0498724070230681,0.4484396273985332,0.081592990401837,0.3237226605415344,0.3385973572731018,0.33768001198768616,2.9987497178151536,high,0.32923656702041626,0.3322710394859314,0.3384924530982971,2.999598973959768,high,0.3241594731807709,0.33459851145744324,0.3412419855594635,2.9986661049639376,high,0.3229895532131195,0.3356924057006836,0.3413180112838745,2.9984142226339916,high,0.32184654474258423,0.3349874019622803,0.3431659936904907,2.997919423889395,high
Masks prevent the spread of COVID-19,44,0.5531464700081437,0.0049261083743842,0.4225749983705864,0.0056650246305418,0.3246586014160927,0.006970011234984,0.4290901104200874,0.0233659586665365,0.3568979515190832,0.0373044201932514,0.31951963901519775,0.34660273790359497,0.33387768268585205,2.9966985298826048,high,0.3204745650291443,0.3439885675907135,0.3355368971824646,2.9974483515407617,high,0.3392290472984314,0.3499460220336914,0.3108249306678772,2.992661411575459,high,0.3325243294239044,0.3460818827152252,0.32139381766319275,2.9972507541265934,high,0.3284456133842468,0.34306198358535767,0.32849255204200745,2.9987218463466627,high
warmer weather slow coronavirus,2,0.4852285551163225,0.0046296296296296,0.5633902216718125,0.0115030374289633,0.5715382851708093,0.025044529524377,0.6190485836259201,0.0672493462413596,0.5547919715013803,0.113961924131482,0.3142952024936676,0.34532731771469116,0.3403775095939636,2.995004848946286,high,0.3148174583911896,0.34722596406936646,0.33795660734176636,2.994993353867378,high,0.3162350058555603,0.3457487225532532,0.3380163013935089,2.9957899309934377,high,0.31595849990844727,0.3430113196372986,0.3410302996635437,2.9959119016456413,high,0.3236019015312195,0.34114986658096313,0.33524826169013977,2.998565346953869,high
"The use of ACE inhibitors was associated with an almost 40% lower risk of COVID-19 hospitalization for the older, Medicare Advantage patients - but there was no significant difference in risk for the younger, commercially insured patients.",20,0.4852285551163225,0.0025337837837837,0.4666423217456663,0.0043436293436293,0.301155717864192,0.0043436293436293,0.2529885263010565,0.0063178130931899,0.2245349670795815,0.009274599250647,0.3100726306438446,0.3351074755191803,0.3548199236392975,2.9909738893498314,high,0.31037190556526184,0.339082807302475,0.3505452871322632,2.99231099943274,high,0.3105303943157196,0.33988723158836365,0.3495822846889496,2.9925765365185244,high,0.3085038661956787,0.33959853649139404,0.35189753770828247,2.991024012744804,high,0.3096429109573364,0.3409230709075928,0.34943392872810364,2.9921186145654395,high
no clinical evidence on vitamin D in COVID-19,42,0.7227265726449519,0.0162162162162162,0.6683063269107928,0.0251651651651651,0.6758954063971425,0.0484971003392056,0.5928123200229111,0.1001760237489987,0.532242507046885,0.1696569509481318,0.31178373098373413,0.3461145758628845,0.34210169315338135,2.9936717409912195,high,0.3095480799674988,0.3492530286312103,0.34119895100593567,2.9920911330323805,high,0.30801212787628174,0.3485032021999359,0.34348466992378235,2.991256521949981,high,0.3102053999900818,0.3453972637653351,0.3443974554538727,2.992790868653635,high,0.3127482533454895,0.34356048703193665,0.34369131922721863,2.994289916063872,high
"only 6% of deaths have COVID-19 as the only cause mentioned, revealing that 94% of patients who died from coronavirus also had other health conditions and contributing causes.",4,0.4299813935652734,0.0035546613011401,0.3157104641393756,0.0047044169780588,0.2603912778280861,0.0075536803907025,0.1926285299757519,0.0099160027827204,0.1523783344058193,0.01266154265444,0.32150375843048096,0.3360820710659027,0.34241411089897156,2.997932012845,high,0.3153166174888611,0.33940011262893677,0.34528326988220215,2.9954687356327994,high,0.31670260429382324,0.3379184603691101,0.3453788459300995,2.996021576720657,high,0.3179091215133667,0.334895521402359,0.34719544649124146,2.996111997821297,high,0.32095542550086975,0.3337303400039673,0.34531426429748535,2.99733000416087,high
"COVID-19 disease, caused by infection with SARS-CoV-2, is related to a series of physiopathological mechanisms that mobilize a wide variety of biomolecules, mainly immunological in nature. ",39,0.1460683498427064,0.0003097893432465,0.0947883643695507,0.0003097893432465,0.0611733153780318,0.0003097893432465,0.0571361327054534,0.000491891600668,0.0787870936782942,0.0012065798648008,0.3198748230934143,0.34120774269104004,0.33891749382019043,2.9975329676141254,high,0.3243345022201538,0.33732351660728455,0.33834201097488403,2.9989024841038945,high,0.3246555030345917,0.335147500038147,0.34019699692726135,2.9988692494111193,high,0.32486122846603394,0.33267807960510254,0.3424607217311859,2.9986009866462364,high,0.324955552816391,0.3325256109237671,0.34251871705055237,2.9986044702706414,high
wearing a face mask do not stopped person-to-person spread of the virus.,44,0.4882441236029491,0.0066912972085385,0.5309207426460202,0.0125068418171866,0.4841325630157727,0.0202067359588444,0.5730106163403933,0.0604665629929531,0.552728820118901,0.1116661025393108,0.3129661977291107,0.3393896222114563,0.3476441502571106,2.9941050245064798,high,0.3168598711490631,0.33654317259788513,0.34659698605537415,2.995887025245876,high,0.31794458627700806,0.3362894654273987,0.34576594829559326,2.9964033621009594,high,0.3217068910598755,0.3348332941532135,0.34345993399620056,2.9978409461884024,high,0.32153502106666565,0.3351757526397705,0.3432893455028534,2.997825411840552,high
coronavirus may originated in a lab,1,0.0,0.0,0.03668196104968,0.0002300437083045,0.0806694933441927,0.0008247589769328,0.0738755547049331,0.0012273354664659,0.0967745492463433,0.0030084979099451,0.3112112879753113,0.3470360040664673,0.34175267815589905,2.9932829077129077,high,0.3144533038139343,0.34095248579978943,0.34459415078163147,2.9951363803161892,high,0.3142278790473938,0.34140390157699585,0.3443681597709656,2.995041206055807,high,0.3207126557826996,0.3406673073768616,0.3386199474334717,2.9978329111607933,high,0.3190135359764099,0.33880946040153503,0.3421768546104431,2.9971843586756535,high
Children are not COVID-19 super spreaders,47,0.0,0.0,0.0,0.0,0.0699038296304347,0.000940307598599,0.0544631878809182,0.0013268557238406,0.1063030565238672,0.0048458629730639,0.31377941370010376,0.34314772486686707,0.3430728614330292,2.994846866170608,high,0.32092025876045227,0.3378433883190155,0.3412363529205322,2.9978693369642517,high,0.3218325972557068,0.3393723964691162,0.338795006275177,2.9982138188410214,high,0.32605037093162537,0.34129542112350464,0.3326541781425476,2.998948585058611,high,0.32584434747695923,0.3428329527378082,0.33132269978523254,2.9986473463108014,high
We know that COVID-19 is a coronavirus and there are other types of human coronaviruses that circulate. ,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0161279972600448,0.0001143118427069,0.0173470017570605,0.000186089046267,0.3192303776741028,0.3408338129520416,0.339935839176178,2.997313404144554,high,0.3218402862548828,0.34197357296943665,0.33618614077568054,2.9980675517020163,high,0.32188186049461365,0.3403261601924896,0.33779194951057434,2.9982020312168554,high,0.3236931562423706,0.33676186203956604,0.33954498171806335,2.9987111266890434,high,0.3251657783985138,0.3348463773727417,0.3399878442287445,2.99898074935479,high
Can Vitamin C Protect You from COVID-19?,42,0.5531464700081437,0.0108108108108108,0.3589542101716347,0.0108108108108108,0.3019175094442837,0.0132432432432432,0.3288522539657971,0.0287230697345883,0.2791465488857012,0.0433870845497649,0.31348225474357605,0.3400408625602722,0.3464769423007965,2.9945034247507505,high,0.3161533772945404,0.34476134181022644,0.33908525109291077,2.9958763258461496,high,0.3127933442592621,0.3434041142463684,0.3438025414943695,2.9943144987421078,high,0.32225388288497925,0.3388073444366455,0.3389386832714081,2.998344292599035,high,0.32132983207702637,0.33918553590774536,0.33948463201522827,2.998055765227933,high
Vitamin Deficiency May Raise Risk of Serious COVID-19,42,0.169580102636808,0.0018018018018018,0.3312392961638527,0.0086229086229086,0.3911405303252587,0.0208390036176413,0.4040343425293325,0.0521162503007374,0.3898808122248091,0.0956932269590417,0.3102632462978363,0.3473697304725647,0.3423669934272766,2.992720132985873,high,0.3288358747959137,0.33714473247528076,0.33401936292648315,2.999683175171232,high,0.3261021673679352,0.3423827290534973,0.3315151035785675,2.998763117744041,high,0.32121866941452026,0.34457725286483765,0.3342040777206421,2.9975364487574283,high,0.31599873304367065,0.34498441219329834,0.33901700377464294,2.995788058714333,high
"do surgical masks actually prevent the spread of COVID-19? No, absolutely not.",44,0.6608397947263839,0.0066912972085385,0.6053026955663067,0.0121100164203612,0.6586789022877905,0.0269433181197887,0.5852834592695081,0.0549306839589946,0.5760791755333986,0.1084900626389948,0.32699722051620483,0.32921427488327026,0.3437884449958801,2.9985031804957,high,0.3243623971939087,0.3288614749908447,0.3467761278152466,2.997471379492643,high,0.3241384029388428,0.3287631571292877,0.3470984995365143,2.9973476753480304,high,0.32512402534484863,0.33153805136680603,0.34333786368370056,2.998464863661145,high,0.32583123445510864,0.33161604404449463,0.3425526022911072,2.998703354985193,high
not all masks confer equal levels of protection,18,0.2426142775581612,0.0029702970297029,0.3786334783486281,0.0063295615275813,0.4078288061593236,0.0131607061805081,0.4027970007993229,0.0300118733238685,0.3812838517026194,0.0521371798526252,0.323681503534317,0.33613377809524536,0.34018474817276,2.9986687847906874,high,0.323432594537735,0.3412269949913025,0.3353404402732849,2.9985214014319155,high,0.3244452476501465,0.3396163582801819,0.3359384536743164,2.9988727336588608,high,0.32512423396110535,0.3387893736362457,0.33608636260032654,2.999057678428183,high,0.32410958409309387,0.3396361172199249,0.3362542688846588,2.9988006381820322,high
Several recent studies have looked at the impact of vitamin D on COVID-19.,42,0.8539316501572937,0.0205405405405405,0.8389574121760602,0.0387323037323037,0.6958361981823065,0.0563954932375984,0.5618416442046139,0.0965495445008304,0.568013859235915,0.1801456990284221,0.3040490746498108,0.3453393280506134,0.3506116271018982,2.9883431714467905,high,0.30722254514694214,0.343456894159317,0.34932056069374084,2.990670518700051,high,0.31103017926216125,0.3401379883289337,0.34883183240890503,2.992961181827142,high,0.31266653537750244,0.3412107229232788,0.34612277150154114,2.9941365506427666,high,0.31473514437675476,0.3397948741912842,0.34547004103660583,2.9951927926345308,high
One reason Covid-19 has spread so rapidly is that people infected with the SARS-CoV-2 coronavirus can show no symptoms of disease and yet are still contagious - they don't look or feel sick but still transmit the virus without realizing.,27,0.0,0.0,0.0783982689786753,0.00021815008726,0.1937875351471406,0.0014099142140411,0.1210941402336412,0.0019315061520011,0.0899207889384798,0.0025953706288564,0.3105911612510681,0.3351150155067444,0.3542937636375427,2.991387724288786,high,0.3211088180541992,0.32934001088142395,0.34955114126205444,2.9961494519467267,high,0.32618236541748047,0.3303280472755432,0.3434895873069763,2.9985307799412904,high,0.324341356754303,0.33272460103034973,0.3429339528083801,2.9984407486729743,high,0.3266688883304596,0.3300296664237976,0.3433014154434204,2.9986087578194818,high
Low Vitamin D Levels Tied to Odds for Severe COVID,42,0.6608397947263839,0.0146846846846846,0.681843616148055,0.0328764478764478,0.6500333683329115,0.0561740717236073,0.659472345620107,0.1383841021239856,0.6191181143198625,0.2338594228455406,0.31149929761886597,0.34175753593444824,0.3467431664466858,2.9934666295305776,high,0.3098059594631195,0.34392935037612915,0.34626463055610657,2.992521824018188,high,0.3147885799407959,0.34298038482666016,0.3422308564186096,2.9953631119095707,high,0.3157774806022644,0.3404938578605652,0.343728631734848,2.995798222543319,high,0.31644129753112793,0.34133219718933105,0.34222647547721863,2.9961494519467267,high
studies have shown that a deficiency of the nutrient (vitamin D) is linked to higher risk of severe COVID-19.,42,0.169580102636808,0.0018018018018018,0.1763001066034291,0.003003003003003,0.14611662348018,0.0038138138138138,0.1104051206111698,0.0053067353067353,0.12817961974451,0.0102509276908861,0.3156808912754059,0.33537882566452026,0.34894031286239624,2.994974106490961,high,0.32324254512786865,0.3285375237464905,0.34821993112564087,2.996885347880821,high,0.3220387101173401,0.32776573300361633,0.3501955568790436,2.9960191691328104,high,0.3184763193130493,0.3326612114906311,0.34886252880096436,2.9958444955838335,high,0.3202703595161438,0.3327016532421112,0.3470280170440674,2.9967758772025404,high
"If you do get COVID-19, the infection could put you at greater risk for diabetes complications like diabetic ketoacidosis (DKA). DKA happens when high levels of acids called ketones build up in your blood. It can be very serious.",24,0.5531464700081437,0.0056022408963585,0.4283854321084119,0.0066526610644257,0.3467261530459554,0.0082749766573295,0.3058479866412057,0.0135595153848398,0.2272191568797289,0.0174089789027832,0.31295672059059143,0.34521692991256714,0.34182634949684143,2.994353778424421,high,0.32235288619995117,0.3382332921028137,0.3394138216972351,2.99836706639018,high,0.32997235655784607,0.336367666721344,0.3336600065231323,2.9998143132231068,high,0.32309871912002563,0.3372515141963959,0.33964985609054565,2.998560255638403,high,0.3213269114494324,0.3383288085460663,0.3403443992137909,2.9980362106003526,high
"COVID-19 Primary, Not Only, Cause of 94% of Deaths",4,0.0,0.0,0.0,0.0,0.0,0.0,0.0228222529687583,0.0001832859505209,0.0288082718696533,0.0003430979803909,0.33536282181739807,0.34400826692581177,0.32062894105911255,2.9974869101715997,high,0.3220917582511902,0.344150185585022,0.33375805616378784,2.997809609824298,high,0.320374995470047,0.3431575894355774,0.336467444896698,2.997533503174107,high,0.32422390580177307,0.34601277112960815,0.32976341247558594,2.9976928407665255,high,0.32677391171455383,0.34829410910606384,0.3249319791793823,2.996965916985274,high
wet weather can kill the new coronavirus,2,0.4703652827859579,0.0043209876543209,0.4409203293308675,0.0068501371742112,0.5352168041074199,0.0181504694168092,0.5261927846032398,0.0475143336137805,0.4697906131447113,0.0770926937423442,0.3153168559074402,0.3410930037498474,0.3435901403427124,2.9955965636698467,high,0.3186449408531189,0.3410758078098297,0.3402791917324066,2.9970877157160367,high,0.31976279616355896,0.3410284221172333,0.33920878171920776,2.997501102139647,high,0.318653404712677,0.34055107831954956,0.34079551696777344,2.9970933374349236,high,0.31869566440582275,0.34028229117393494,0.3410220444202423,2.9971077933803305,high
"Coronavirus deaths in people with diabetes Data from NHS England in May showed us that, for those who become so unwell with coronavirus that they need to go to hospital, the risk of dying is higher for people living with diabetes than people without the condition.",24,0.0,0.0,0.1150802300283553,0.001267173536081,0.1746344571218329,0.0031210970800428,0.2114190818197997,0.0097446633340217,0.2154739730511437,0.0178511233869404,0.3207636773586273,0.339369535446167,0.3398667871952057,2.9978674620851127,high,0.31710225343704224,0.3419185280799866,0.3409792482852936,2.996443499362302,high,0.3193243145942688,0.3398550748825073,0.34082064032554626,2.9973487463357675,high,0.31987953186035156,0.3359607756137848,0.3441597819328308,2.9972558409961687,high,0.3229425549507141,0.33469122648239136,0.3423663079738617,2.998277848691409,high
Duo of antiviral drugs strongly inhibits SARS-CoV-2 in the lab,5,0.3391602052736161,0.0016155088852988,0.2934556883974402,0.0020770828525271,0.2589594129677938,0.0032576470379378,0.3334682828289952,0.0128089293598221,0.3055752066820188,0.0226646294451329,0.3284142017364502,0.34531858563423157,0.3262672424316406,2.9980410322656503,high,0.32719215750694275,0.3414870798587799,0.33132076263427734,2.999026048575302,high,0.3307780623435974,0.3394538462162018,0.3297680914402008,2.9994898412071533,high,0.3251827657222748,0.34260377287864685,0.33221349120140076,2.998617868901478,high,0.32336995005607605,0.3430655300617218,0.3335643708705902,2.9982556120735735,high
individuals with hypertension get more serious cases of COVID-19,23,0.169580102636808,0.0031055900621118,0.1794771050858173,0.0038819875776397,0.2796943171490564,0.0092440989773835,0.2568077217643343,0.0169135377206228,0.2593452530157666,0.0307695583268867,0.31781524419784546,0.3358137011528015,0.34637102484703064,2.9962524556202452,high,0.31562697887420654,0.34187111258506775,0.3425019383430481,2.99577147577299,high,0.3104214370250702,0.3433533012866974,0.3462253212928772,2.992892573718899,high,0.31040191650390625,0.3417102098464966,0.34788790345191956,2.992746825297866,high,0.3133152425289154,0.3412061333656311,0.3454786539077759,2.9945178557229277,high
"Our study shows that camostat mesylate blocks infection of cells with SARS-CoV-2-like particles and with authentic, patient-derived SARS-CoV-2. ",5,0.0,0.0,0.1446524924330643,0.000628253455394,0.1274169677456311,0.000913343258682,0.0764554103353656,0.0010479689991236,0.1132997885850031,0.0028783477522559,0.32152050733566284,0.3392716944217682,0.3392077386379242,2.9981176452507823,high,0.3261036276817322,0.3412870168685913,0.3326093256473541,2.9989560899993424,high,0.3268563151359558,0.3389868140220642,0.3341568410396576,2.9993289720239344,high,0.324332594871521,0.33858737349510193,0.3370801508426666,2.9988957835017094,high,0.32847368717193604,0.33736443519592285,0.3341619074344635,2.99963490638263,high
Mask wearing and social distancing for COVID-19 may be slowing influenza spread,10,0.2381982098796055,0.0018595041322314,0.1877014513055928,0.0025482093663911,0.1717121059827588,0.0042922540917193,0.2655473338289629,0.0158212116302626,0.268025551061241,0.0290884484904013,0.3274212181568146,0.3376850485801697,0.3348937928676605,2.999492790636597,high,0.316311240196228,0.3460195064544678,0.3376692831516266,2.9957805696213153,high,0.31693562865257263,0.342928409576416,0.34013596177101135,2.996339412286048,high,0.32037052512168884,0.3394741415977478,0.34015533328056335,2.9977311378724156,high,0.32240474224090576,0.33772221207618713,0.3398730158805847,2.998368138106522,high
"The pandemic coronavirus will wane with warmer weather, like some other respiratory",2,0.0,0.0,0.1298750116533407,0.0009602194787379,0.1193271018103349,0.0015775034293552,0.0976450236426117,0.0026209237436089,0.1251569364089984,0.0062124110558971,0.3253377377986908,0.33796119689941406,0.33670100569725037,2.999130322395655,high,0.3242214322090149,0.3380003571510315,0.3377781808376312,2.998879434158043,high,0.3180609345436096,0.3414737284183502,0.34046536684036255,2.996849748958788,high,0.31989604234695435,0.34211060404777527,0.33799344301223755,2.9974877134869575,high,0.3193645775318146,0.3424516022205353,0.3381836712360382,2.997287165784095,high
"Some people with diabetes, a disease that affects the body's ability to produce or use the hormone insulin to reduce glucose (sugar) in the blood, may be concerned about being at higher risk of getting COVID-19. However, this is a misconception.",24,0.1069931323672637,0.0014005602240896,0.0694312219367772,0.0014005602240896,0.2605749950708491,0.0063104059211325,0.2604424936306889,0.0153267457145716,0.2621730301070528,0.0282395194993583,0.32167959213256836,0.33455967903137207,0.34376072883605957,2.997787380151247,high,0.322159081697464,0.3335961401462555,0.3442447781562805,2.997805592389099,high,0.3191877007484436,0.332878053188324,0.34793418645858765,2.9962834918817247,high,0.3184378147125244,0.33249107003211975,0.349071204662323,2.9957730805657414,high,0.32026633620262146,0.33178359270095825,0.3479501008987427,2.9965227067126636,high
